,MSE[mean],MAE[0.5],sMAPE[0.5],MASE[0.5],ND[0.5],NRMSE[mean],total_time_eval
m4_Yearly,1847306542.53629,1134.6917571897645,0.18983699773705523,4.325562696786942,0.18192514562694415,6.891032773603256,2923.3330612182617
