,MSE[mean],MAE[0.5],sMAPE[0.5],MASE[0.5],ND[0.5],NRMSE[mean],total_time_eval
m4_Daily,361764.37331104005,173.3325472897509,0.02977221984015688,1.1429595505288406,0.026775088178374613,0.09291026267241162,419.297420501709
