,MSE[mean],MAE[0.5],sMAPE[0.5],MASE[0.5],ND[0.5],NRMSE[mean],total_time_eval
m4_Daily,709314.6195461152,226.952865685675,0.03920945901362127,1.4669139709001173,0.035057945470048896,0.1300978878688856,196.80602264404297
