,MSE[mean],MAE[0.5],sMAPE[0.5],MASE[0.5],ND[0.5],NRMSE[mean],total_time_eval
m4_Weekly,277743.8290122134,275.79849374598246,0.06602758857558672,0.45288679573496876,0.05024620847556453,0.09601379044922174,438.92463397979736
