,MSE[mean],MAE[0.5],sMAPE[0.5],MASE[0.5],ND[0.5],NRMSE[mean],total_time_eval
timesfm_m4_Weekly_uni2ts,297166.25287593465,285.7945864284884,0.06935730035756399,0.4797470422000942,0.05206734027250528,0.09931415215779424,149.59183549880981
chronos_m4_Weekly_uni2ts,249611.884293979,260.17660903685453,0.0622324231402992,0.43146562309450986,0.04740014218939076,0.09102150764859177,2163.0317871570587
moirai_m4_Weekly_uni2ts,588628.2639811442,395.87506528551535,0.10371151996266799,0.6790802707047499,0.07212229590212602,0.13977578860255957,393.20555782318115
