,MSE[mean],MAE[0.5],sMAPE[0.5],MASE[0.5],ND[0.5],NRMSE[mean],total_time_eval
m4_Hourly,1385142.596447689,237.07156116221455,0.0799224312370718,0.7176676072302893,0.03236550521071944,0.16067568994430834,626.0333120822906
