,MSE[mean],MAE[0.5],sMAPE[0.5],MASE[0.5],ND[0.5],NRMSE[mean],total_time_eval
chronos_m4_Weekly_uni2ts,440439.9280051425,310.7188537872295,0.07421946765678149,0.5145646470605234,0.05660815514877023,0.12090791634257964,20.252267122268677
moirai_m4_Weekly_uni2ts,631350.6192414827,404.51504412631243,0.10621058968984777,0.6825258227355427,0.07369636601966337,0.14475937545972845,17.138895511627197
