,MSE[mean],MAE[0.5],sMAPE[0.5],MASE[0.5],ND[0.5],NRMSE[mean],total_time_eval
m4_Yearly,6200204.120753624,1191.3076473052536,0.21185815928638846,4.7425773497761625,0.19100237209730167,0.3992250876734107,1088.9679758548737
